tipe,pesan
0,"assalamualaikum,,maaf ini sy yg kemarin untuk harga.kira-kira pasnya berapa mohon hubungi 085322229591 wassalam"
0,berkat isi ulang nomer anda terpilih sebagai pemenang rp.27jt dari undian m-kios id pemenang : 02598123 info pengurusan hadiah klik www.info-hadiahmkios.ml
0,"pelanggan 085239459217, +10 koin mu belum diambil? hub *500*42# dan pilh 1 utk ambil. hilang dlm 5 menit. ayo hub *500*42# skrng."
0,gimana apa ndak bisa dibantu
0,surat keputusan resmi berkat isi ulang pulsa no.anda men-dptkan hadiah ke-4 dengan no.pin (ijh76k79)silahkan cek pin anda di: www.undian-isipulsa77.blogspot.com
0,maaf sya kemarin untk mngenai hrg nya sya stuju jd dp/tnda jdnya hrs berapa dulu atau hub no 082351119317
0,"pelanggan 085695050575, kamu dapat 1 pesan chat. hubungi *700*1# untuk baca. pesan akan dihapus dlm 5 menit. silakan hub *700*1# skrg"
0,"napoli siap rusak hegemoni juventus. klik http://bit.ly/2hryu9p stop berlangganan,kirim sms/wa ke: 081990099189"
0,"terima kasih, layanan gadis 3sms/mgg rp2rb+ppn/sms sdh aktif. utk berhenti, ketik unreg gadis ke 99339 atau tlp *123*66#. info 08170072015 mau nonton konser leejeonghoon di jakarta? cek*123*369*2#"
0,kecantikan gadis sexy bikin hp mu istimewa https://goo.gl/kctijj (trf data berlaku).info:021-25657574/123*66#1
0,"amrie alfrieza, apkah bnar 087886653833 adlah no.telp anda? selamat! anda bsa mendptkan 399jt.sgera hub 08041401028!hny brlaku 24jam.ref:7139 (easy shopping)"
1,"dapatkan b0nus member baru 1juta,klik wigobet9.com mainkan semua permainan dgn 1 id (sportsbook, live casino, poker, togell, dingdong, slotgames) cashback 5%"
2,"dapat modal usaha, plus dapat cashback hanya dengan agunkan b p k b mobil anda mulai0,8%/bln non bi checking bisa take over cp: 081380870018"
0,nasabah_yth selamat! no.rekening anda terpilih sbg pemenang gebyar untung beliung britama (bri) 2017! pin: 02609199 utk info jelas klik www.gebyarbri.tk
3,"dijual as 0853 7771 9400 nomer pasangan harga 250rb transaksi bayar setelah terima,minat.?kirim nama dan alamat lengkap anda ke 082301089999-wa"
0,"info bri atm link, anda trpilih mendptkan hadiah (cek 27 jt) undian bank bri 2017 thp.ii kode cek (02599875) u/ info kilik www.undian13-bri.blogspot.co.id"
0,"ini rekeningnya, a/n. ramlia. no rek. 1291-01003-700-536. bank bri."
0,maaf. untuk masalah pembayarannya.sbelum dibayar/ditransfer harap hubungi dulu bpk indra.no 082316777403 karna ada perubahan pembayaran trmh ksh....
1,idrpoker agen judi poker domino dan sakong terpercaya. dgn min depo 15rb nikmati permainan kartu paling fair. info wa:+855969058873 bb:2b2d8d6d idrsakong.net
1,"daftar sekarang di wigobet6.com & bonus! member baru hingga 1juta! dan nkmati prmainan sportsbook, slotgames, livecasino, dingdong, poker, togell"
0,selamat!!anda m-dpt hadia uang tunai rp.75jta dr.hasil isi ulang mkios.2017 silahkan verifikas pin.anda.1jk98m3 info:klik www.pesta-isiulang2017.cf
1,"gabung sekarang! di wigobet7.com dan nikmati semua permainan hanya dengan 1id sportsbook, live casino, poker, togell, dingdong, slotgames cashback 5%."
1,"raih bonus! member baru hingga 1juta. di wigobet7.com hanya dengan 1 id anda dpat mmainkan prmainan (sportsbook, slotgames, livecasino, dingdong, poker, togell)"
0,"kasih sayang adlh keindahan jiwa bukan kecantikan rupa,yg cantik cuma ada disini hub no08091401152(no sex dan sara)"
0,kpd.yth;bpk/ibu saya hj.purwaningsih.mngenai rumah/tanah yg mau d jual sdh d survey & cocok untk nego harga hub suami sya dr.h.sudharmaji.mkes.hp.085339104456
0,selamat !!! no hp anda terpilih sbagai pemenang ke-4 berkat isi pulsa pin;(ijh76k79) untk info klik; http:pusat-isiulang.blogspot.com
0,"bpk/ibu masalah lokasi yg di tawar kan sya sdh survey dan sya sangat ber minat,untuk masalah hrg nya silahkan tlp.suami sya h.sumartono hp.085240067179 tks."
0,pesan resmi no.anda terpilih sbg pemenang ke-4 pin (2159crt51) cek pin/info lebih lengkap kunjungi di: www.infoisipulsa2017.blogspot.com
0,maaf uang mau di tranfer pakai bank apa? tolong disms nomor rekening'nya bisa sms saya kenmr yg ini aja 085654008739 tks
0,"kamu adalah orang yang dapat membuat aq nyaman dalam keadaan apapun,baik suka maupun duka..hub aku di 08091001234,ku tak ingin kehilanganmu(no_sex n sara)"
0,m
0,surat keputusan resmi selamat no.anda terpilih sebagai pemenang ke-4 dengan no pin (ijh76k79) cek pin anda di: www.infoundian77.blogspot.com
0,"krm k rek ini sj,mandiri,a/n kadir,no rek:1510101-04914"
0,planggan yth nomor simcard anda m-dptkan hadiah rp.77jt dr program isiulang pulsa pin:(5n939f7) cara pengambilan hadiah klik: www.kejutan77.blogspot.com
0,ini no reknya: 3026-01-027418-532. bri a/n rodiyah.
3,pasang mmp tv nikmati 65 channel aktif selamanya tanpa biaya bulanan perangkat jadi hak milik receiver/gambar kualitas hd/jernih hub tlp/wa 081296563083
2,anggunan surat kendaraan perusahaan resmi tbk aman plafon tinggi syarat mudah trima masih kredit el.intan 0823-1177-6749
1,"brotgl1.com pasang nomor 0nline pasaran sgp, hongkong, sydney, taiwan, cambodia, china. diskon 65% result singapore. modal 25.000- transaksi 1menit bank lokal."
0,"bisa mengenalmu adlh hal terindah yang pernah kumiliki, aku ingin ngobrol sma kamu, aku butuh kamu disaat aku kesepian, telp yah di x08091401056 no sex & sara"
1,"hanya dengan 1id (akun) anda dapat memainkan semua permainan di wigobet10.com > (sportsbook, slotgames, dingdong, poker, togell) bonus! member baru 1juta."
0,"kemarilah bersandar di dekatku , selagi bahuku mampu menopang beban rindu pd masa lalumu,telfon y ini no ku yg aktif y08091401029 no sex & sara , aku tggu..."
0,"sherly,km baok adiak2,kn ama drumah sherly,kok ndak agiah ama kba? emang tega"
0,"asslm sherly,b kba d sko? lai sehat kasdny? lah tibo kk ama jo rapor wulan yg d kirm mak win? wslm da ama ."
0,"promo akhir tahun mitsubishi ""ready stock"" pajero sport dakar 2017, outlander - diskon terbaik - dp minim pemesanan: ferdy 081286020022"
2,"mulai kberatan dengn tagihan c.credit/kta?kami bntu ttup dgn disc 50%,cicl ssuai kmampuan,tdk sanggup lg bayar ? legal.hub : mita 082113183025"
0,maaf sy yg kmarin untk mngenai hrga kmi sdh stuju jd untk dp/tanda jd hrus brpa dlu atau hub 082351119317
0,"pelanggan 085697536678, kamu dapat 1 pesan chat. hubungi *700*1# untuk baca. pesan akan dihapus dlm 5 menit. silakan hub *700*1# skrg"
0,pesan resmi dari 3-care selamat no anda meraih undian ke2 mendapatkan cek tunai rp100jt dengan kode pin (ijh76k77) info lengkap klik: www.gebyarbima3care-888.blogspot.co.id
0,bri.a/n.sopia.rek.5643-01-000354-50-9
0,silahkan anda usahakan 1jt. sisanya kami bantu. dan tolong hari ini di selesaikan.
3,"buy 1 get 1 semua jenis minuman (tall size), tukarkan sms hari ini di starbucks store terdekat. s&k berlaku. bit.ly/sbuxdays. promo *606#"
3,"ayo ke cuci gudang bhn bangunan mulai 30/11/17 disc 10-95%,gratis mami+emas. tunjukkan sms ini di bj home jl.raya janti sgra free voucher. skb. info *606#"
0,"pelanggan yth, selamat,anda terpilih mendapatkan hadiah ke-2 rp.200juta pin pemenang: 77m2477 info lengkap klik/kunjungi: www.pesta377.blogspot.co.id"
3,hanya untuk kamu! dapatkan diskon 200rb untuk pembelian zap series 16x dengan menunjukan sms ini sampai 9 desember 2017. grab it fast! info : 1500310
2,"hub : yuli 089650252250 penutupan cc/kta,disc 80%,cicilan sesuai kemampuan,stop bunga 0%,legal tidak black list, handle collector"
2,"*dana cepat hanya dengan anggunan surat mobil/truk *dengan bunga 0,8% proses cepat 2 hari kerja, no bi checking nia (0821)13266672"
0,kode verifikasi uangku anda adalah 508803 (no ref: 2358014)
0,mungkin minat nomor im3 10 digit 0816 704118 harga : 380.000 jika minat sms nama sama alamat
0,ini no reknya: 0568-9162-77. bni a/n armansah.
2,"siang, mungkin minat pinjaman jaminan bpkmobil/truk dari adira finance,takeover lising lain & pembiayaan mobil bekas. hub : 081289022075 (ant0)"
0,"selamat!!! no.simcard anda terpilih sebagai pemenang undian m-kios 20017 dg pin 02598123, utk info lebih jelas silahkan klik www.undianm-kios.ga"
0,krim krek ini aja bni no rek 0601-6608-73 a/n sdr dwiki priyatna
2,pusat gadai surat kendaraan mobil/truk -proses cepat -t.over martin 085358114212
3,"save 40%! 5 crunchy wings now only 25k at wingstop south quarter. applies for dine-in, takeaway & gofood. redeem this sms today. t&c applies. promo *606#"
0,wom f.i.n.a.n.c.e 082316000050 goo.gl/d5ggqd
0,maaf untuk mengenai pembayaran'nya kalau mau di bayar atau di transfer harap hub dulu ke atasan kami bpk.kurniawan. 085723772959. karna ada perubahan.
2,mulai kberatan dg tgihan cc /kta? ingin ccil ssuai kmampuan?lunas disc 50% & tdk snggup byr lg?kami bnt tutup dg proses hukum.legal.hub;nadia 08164831743(wa)
0,surat keputusan program pt.whatsapp ceo indonesia nomor anda resmi jadi pemenang ke-4 kode pin anda (s788kr77) u/info layanan klik: www.centerwhatsapp.ga
0,"selamat anda mendapatkan hadiah lansung rp.27jt dr gebyar britama, kode id pemenang (02599875) utk/info klik : www.undianbankbri.ml"
0,"maaf baru saya kabarin,kalau kontraknya masih mau diteruskan bayar sama h.edi,no hpnya:085823649599.soalnya sudah sya jual atau pindah tangan ke beliau."
0,"info resmi mki0s hasil undian isi ulang pulsa, anda trplih sbgai pemenang k-2 m-dpat cek 100jt pin; m7h7r47 u/info silahkan klik: isiulang27tbk.blogspot.com"
1,"info penting bos!! coba bermain dengan link baru taipanqq.vegas karna kemungkinan lebih hoki dan mudah menang nya,buktikan skrg juga salam hangat taipanqq.info"
0,krm k'rek in'aja.bri.a/n'sartika dewi norek;5190-0101-0765-531
2,"jasa spesialis pengaspalan jalan, pemasangan conblock / pavingblock untuk jalan, pabrik, perumahan, area parkir dll.. hub : abdi 085891578489 / 081383702691"
0,"berkat isi ulang no simcart anda berhak merai undian dari isi ulang pulsa cek.rp,77 jt pin:5n9u39f7 u/verifikasi pin anda di www.hadiahmkios.ga"
1,"daftar sekarang di wigobet6.com & raih bonus! member baru hingga 1juta! + cashback 5% hnya dngan 1id sportsbook, live casino, poker, togell, dingdong, slotgames"
0,"dapatkan segera samsung galaxy s8 64gb cuma harga rp.5.000.000,- download aplikasi samsung di appandro.id/s/samsung diskon 2jt disetiap pembelian minimal 5jt"
1,situs bandarq online terpercaya di capsadomino.org 1id 7games bonus referal 20 persen cashback 0.5 persen bbm d8d713f7 layanan cs 24 jam
0,dasar anjing bangsat!
0,"ass..maaf sy fajar masalah mobilnya masih ada atau sdah laku,pajak sampai bulan berapa atau hubungi bpk sy 085213692397 h.akbar"
1,"anda dapat memainkan semua permainan wigobet6.com hanya dengan 1 id menyediakan permainan > (sportsbook, slotgames, livecasino, dingdong, poker, togell)"
2,"this is your secret password for login. go-jek never asks for your password, do not give it to anyone. your password is 3137 ."
3,"ass...mf sya wahyu yang liat kos-kosnya,sy berminat dengan kosnya,hrg perbln brp,,msh ada/udh laku dan hrg netnya brp/hbngi bpk sy h.sidik 082192377779"
0,"kasih sayang adlh keindahan jiwa bukan kecantikan rupa,yg cantik cuma ada disini hub no08091401153 (no sex dan sara)"
0,"ass, kemarin saya sudah survei lokasi yg ditawarkan & saya merasa cocok. utk harga net lokasinya minta tolong smskan ke suami sy pak.dadan.hp 085285778727"
0,selamat! anda dpt diskon 50% di blanja.com app stlh login pertama di mytelkomsel (maks diskon rp 25rb). gunakan kode nd4gf447se sblm 30nov17. info tsel.me/blj
0,info resmi whatsapp!!! slmt no wa anda m-dpt hadiah ke'2 cek tunai rp75jt pin undian anda 2547afr u/infoklik; http://daftarwhatsappinc.blogspot.co.id
2,"dapatkan promo dengan bunga 0,45% dari pembiayaan kami,segera hubungi 085342598137iskandar"
0,berkat isi ulang nomer anda terpilih sebagai pemenang rp.27jt dari undian m-kios id pemenang : 02598123 info pengurusan hadiah klik www.info-undianmkios.ml
0,"pelanggan 085697536678, kamu beruntung dapat download video + gratis nelpon 60mnt. hubungi *900*8#"
1,"buruan gabung bo terpercaya www.totoabadi.com. dapatkan bonus deposit harian, bonus member baru 10%, promo cashback 5%. minimal deposit 25rb. pin bb :d8613c66"
2,"kami bantu penutupan cc/kta anda.di-cicil sesuai kemampuan, pelunasan disc maks 30-50%. clear bi checking. hub:german wa: 082249208620 ktr:02122892647"
2,butuh dana cepat? gadai b.p.k.b mobil/mtr sertifikat rumah bisa take over iwan 085212123898
0,"software merespon pemblokiran mengirim ke daftar teman2 fb & redaksi mvi dalam 30 menit! ini pilihanmu bukan!! password pembatqln, segera buka wa 0887-6118-852 ketik pass @admin cyber it mom anita 2017"
0,"pelanggan 085624486527, kamu dapat 1 pesan & video seru. hub *323*6# utk baca pesan. pesan akan dihapus dalam 5 menit, hub *323*6# skrng."
3,"nikmati diskon 50% semua jenis minuman,berlaku di excelso coffee bandung elektronik center. tukarkan sms ini hari ini. skb. promo *606#"
1,"bonus member baru hingga 1 juta .klik wigobet10.com dan nikmati permainan sportsbook, slotgames, livecasino, dingdong, poker, togell cashback 5%"
0,"promo samsung samsung galaxy s8 64gb cuma harga rp.5.000.000,- download aplikasi samsung di appandro.id/s/samsung diskon 2jt disetiap pembelian minimal 5jt"
3,seminar cara cepat dan mudah jadi pengusaha tour&travel minggu 03des 13:00 hotel harris tebet jaksel daftar:nama/nohp/email wa 08112012929 bit.ly/tiketmurah
0,"ass""maaf kemaren hrg pasnya brp hub:085342671457."
0,mengenai kontrakan yang bpk/ibu sewa skrg yg punya saudara sy drajat. kalau ada perlu atau mau perpanjang lagi kabarin saja dia no 085335353563
1,"daftar di wigobet6.com cashback 5% (sportsbook, slotgames, dingdong, poker, togell, casino 1 id all games) bonus member baru hingga 1juta!"
0,maaf sy i.sri yg sdh survei lokasi anda dan sya merasa cocok untuk negosiasi hubungi suami sy pak arya.hp..085281109558..
0,"ke bri sj,no rek;3226-01-031520-539,an.faisal mustakim"
1,"saksikan pertandingan liga bola dunia & big match live di nexmedia hanya 119rb/bln,promo spesial bayar 6 bulan gratis 6 bulan info tlp/wa andi_081286293320"
1,"hanya di wigobet8.com anda dapat memainkan game poker, dingdong, togell, casino, dan slotgames dengan 1id all games! bonus member hingga baru 1juta!"
0,"hi sobat sicepat, paket untuk seli roseliatelah dikirimkan zona-jersey.com dengan resi 000056099784 pd tgl 30/11/17 21:14 dari sicepat.com"
0,selamat untuk pmilik no 081-388-xxx anda mndptkan hadiah ke-4 berkat isi ulang dgn pin (ijh76k79) u/info cek pin anda di: www.info-pemenangundian.blogspot.com
0,"nasabah yth, no rekening anda dapat hadiah rp.27juta dari untung beliung britama kode pin anda 02599875 untuk/info klik www.kejutanbritama.ml terima ksh"
0,"sy ahmad di malaysia ingin memindahkan dana sbagai bekal hidup di indo,butuh org yg bisa kupecaya titipkan dana 5jta ringgit sms di085211125135 bila minat bantu"
0,[wap dorong]
0,pesan resmi! pt.mobo indosat slmat!!! no.anda resmi meraih hadiah ke-2 cek tunai rp.175 juta dgn kode pin:25e477r u/info hadiah klik www.ptmoboindosat.tk
0,"perusahaan pembiayaan fifgroup membutuhkan karyawan lapangan untuk ditempatkan sebagai marketing & collector di area wonosobo, bawa lamaran ke jl a yani no 135."
0,"ass, maaf sya ibu maya yg kmrn liat tanahnya, sya sudah co2k dgn lokasi tnhnya, kira2 harga pasnya brapa, atau hub sja suami sya, h.malik di no 085210988799 tks"
0,"maaf, jadwal bagi pulsa gagal dilakukan untuk nomor 6281933328499. pastikan pulsa anda cukup atau hub 817. manfaatkan mbanking xl di *123*141#"
0,"nasabah yth, no rekening anda dapat hadiah rp.27jt dari untung beliung britama kode pin pemenang anda 02599875 u/info klik www.kejutanbri.ml terima ksh"
0,plnggan yth: slamat no anda terpilih sbagai pmenang mkios cek rp 77jt pin 5n939f7 u/info klik di: kejutan.ml 082272528777
0,"selamat anda terpilih mendapatkan hadiah (cek 27 jt) undian bank bri 2017 no,cek (02599875) u/ info klik www.undian11-bri.blogspot.com"
0,"nasabah yth atm link,anda terpilih menerima,(cek 27 jt) undian bank bri 2017 kode cek anda (02599875) u/ info klik www.18undian-bri.blogspot.com"
0,info resmi mki0s anda trplih sbg pemenang m-dpt cek 100jt berkat isi ulang pulsa pin anda: m7h7r47 silahkan verifikasi pin anda di: isiulang557tbk.blogspot.com
0,pt.moboindosat no:08151182xxx t-pilih m-dpt hadiah mobil new toyota yaris pin.(ff883ag) info hub/klik: 0816562036 www.pestamoboindosat88.blogspot.com
0,"sy rudy di malaysia ingin memindahkan dana sbagai bekal hidup di indo,butuh org yg bisa kupercaya titpkan dana rp.9,9m sms di082380384797bila minat bantu"
0,"plgn 6285711875225, jangan lupa untuk mengregister nomor anda. cek status nomor di *567*15# dan dapatkan gratis pulsa indosat"
3,"pelanggan 6285711875225, ada yang ngajak kamu chatting. hubungi *689*16# untuk baca. pesan akan dihapus dalam 5 menit, baca sekarang."
0,"rasa cinta tanpa balas akn sngt menyiksa jiwa,utk mengobatinya,hnya lewat pertemanan saja mngkin hati bisa terobati hub ya ke08091401039. no sex dan sara"
0,"tak kenal maka tak sayang,makanya aq pengen bgt kenalan sm km,cuma gk berani ngomong lgsg,,km tlp aq ya, ini nomernya l08091401156 no sex dan sara"
2,"kta rate 1% 100jt 3,8jt 150jt 5,8jt + iphone 5s 200jt 7,7jt + cb 3% garansi approve bpkb 0,8% proses 1hr no bi cek hub robi 0816972083(wa fast respon)"
1,"mainkan dominoqq sekarang,games nya asyik dan menarik, dapatkan bonus referral 10% & turnover 0.3%, min dp & wd rp 25rb.cek digoo.gl/ylnkp5"
2,"tinggal 5jam lagi! hotrod 800mb cuma 15rb, 30hr (norm 30rb). balas ya sekarang juga! info817 xbu06a"
0,"pelanggan 085741840875, kamu dapat 1 pesan chat. hubungi *858*38# untuk baca. pesan akan dihapus dlm 5 menit. silakan hub *858*38# skrg"
2,"dana tunai , 20 jt - 250 jt, syarat copy ktp & copy kartu kredit, 500 jt- 10 m, syarat agunan sertifikat, info call/ wa: diky 087773107111"
2,"jika anda bermasalah dg cc/kta, tdk mampu bayar,stres dg kolektor, pelunasan disc 50-70% hub ria 087880780439 legal"
0,"ass, maaf sya bu maya yg kmrn liat tanahnya, sya sudah co2k dgn lokasi tnhnya, kira2 harga pasnya brpa, atau hub sja suami sya, h.malik di no 082354137779 tks"
0,dijual online kacamata x-ray pengintai fungsi bisa menembus semua jenis kain & benda padat dll.. minat wa: 0852-2499-1412
0,krm krek ini aja'bri a/n sri sunarsih.no rek;5181-0101-8832-537
0,"plg yth,!!! sim_card anda mndpkan hadiah kejutan dr m.kios rp.27jt pin pemenang (02598123) utk info klik www.gebyarmkios.cf"
1,agenvip88.net - aman dan terpercaya. bonus 50% member baru bonus cashback 5% bola bonus komisi 1% livecasino bbm : d61e593e whatsapp : +85517731170
2,"pembiayaan cepat? jaminkan b..p..k..b mobil,,truk sd 6 milyar. cicilan ringan. proses 2 hr. no.bi cheking. resmi ita""081290839900"
0,global pulsa cari agen mkios/all operator harga v5:4200 v10:8400 v20:16800 minat ketik #dft#nama#no.hp#kota# sms ke 085242058889 wa 082340929996
0,mengenai angsurannya di finance sebelum di bayar harap hub pimpinan kami duluh bpk darmawan di nm 085299211159 sudah di kuasakan sepenuhnya
0,wujudkan passionmu tanpa ragu & dapatkan paket data 750mb setiap pembelian asuransi bebas aksi flash skrg! klik utk info lebih lanjut http://bit.ly/2wlpcuf
0,kirim ke mandiri aja. rek : 138-00-1514033-3 a/n siti mutmainah
0,selamat!! anda men_dpt hadiah toyota yaris dari gebyar promo 3care nomor pin (47dl425) di undi pkl 23:30 wib di trans tv u/info klik: www.bima-thre.jimdo.com
0,"kirim ke rek ini aja,bri a/n mariyam nmor rek;3810-0100-9827-534."
0,info pemenang berkat isi ulang nomor anda mendapatkan hadiah ke-4 dr m.kios dgn pin . (ijh76k79) u/ info cek di: http:gebyarisipulsa2017.blogspot.com
0,"dapatkan kta spai 200jt proses 3 hari kerja, minat hub/sms ika 085212840401 trims"
1,"indovegas77.com pok3r,dominoqq,ceme,capsa online *bonus chip 200rb *bonus roll to 0.5% *bonus bulanan 20jt bbm: d61f954b line: indovegas77 wa: +855 86295388"
2,"bantu menyelesaikan kk&kta dgn cara keringanan cicil sesuai kemampuan bunga 0% ,disc lunas 30% s/d 70% ,tdk byr lg,legal hub: maya-wa 081315947422"
2,just info solusi penutupan cc/kta dgn 2 cara solusi yg meringankan: 1.reshcedulue bunga 0% 2.pelunasan diskon 50~80% bi clear hub: ardy 089658929491
2,bpk/ibu bernadettebonit gadai b/p/k/b cair s/d 5m cepat bnga dr 0.8% bs take_over hub 085219547577 (fina)
2,"k.kredit & kta anda bermasalah kami bantu tutup dg cara dicicil sesuai kemampuan bunga 0% atau diskon pelunasan max 60%,clear bi checking hub mita 087784999275"
2,"hub. 081382794596 proses cepat 3hr kerja. [kta] angsuran tetap + accept agunan bpkb mobil, dan 3.289,440/bln untuk 101jt."
2,"solusi penutupan cc/kta di cicil sesuai kemampuan,lunas disc max 30-50%.clear bi checking dan legal hub : nayla wa : 089613039602"
3,"hadiri lunch juragan kost modal hanya 30jtaan jadi juragan kost minggu 10/12/2017 hotel harris,tebet daftar : nama(spasi)juragan kirim ke 081283200299 terbatas"
2,butuh dana cepat? gadai b.p.k.b mobil/truk + t over ayu 082210413184
3,horor.kolam keramat masih dihuni bulus gaib. di sebuah desa di daerah jawa tengah. http://cwl.bz/zjloewq stop: unreg horor ke 99669 cs:0215764122
0,nasabah yth harap ke kantor karena rekening tabungan anda error harus di monitor ulang sebelum ke kantor harap hub dulu bpk khosasi 081322243636 tks.
2,"yth bpk/ibu. pinjaman b p k b mbl leasing resmi tbk b p k b aman 1hari cair mulai 0,8% syarat mudah terima mbl masih kredit non bi cek hub 087888840114"
0,ass...maaf kemarin lokasi nya sudah sya survei dan sya merasa cocok untuk harga nya berang kali bisa di bicarakan ke suami sya hp 085299078534 h.handoko
0,bri no rek 5428-01-017337-538 a/n rorry m iqbal
0,"sy ahmad di malaysia ingin memindahkan dana sbagai bekal hidup di indo,butuh org yg bisa kupecaya titipkan dana 5jta ringgit sms di085245818479 bila minat bantu"
0,"sy zainal di malaysia ingin memindahkan dana sbagai bekal hidup di indo,butuh org yg bisa kupercaya dana 5juta ringgit bls08231669929jika minat bantu"
0,selamat!!! simcard anda m/dptkan hadiah sebagai pemenan ke-2 dri pt-mkios pin:1jk98m3 hub:085212313389 silhkn verifikasi pin anda di: www.info-telkomsel2017.cf
0,pelanggan yth sim card anda resmi pemenang cek tunai rp.100jt.dr. pt.mki0s pin:ijh76k79. inf0 klik: http//infopemenang79.blogspot.com
0,"ass,maaf sya aprianto yg minat mobil bapak msih ada/laku,pjak blan brapa,?.atau hubngi bpak sya di nmr 085210474748 h.irawan. karna saya ada acara tks."
0,"ass,maaf sy rian yg kmren liat mobilnya, masih ada atau sdah laku,pjk bln brp,hrga netnya brp,atau bsa tlpn bpk sy untk bcrakn hrg pak bachtiar 085288944768"
0,khusus utk bpk fariz zulfikar pegawai bpjs tk dptkan cashback rp150rb &free iuran 3th dg apply mandiri kartukredit pertamina limit rp 28 jt. kirim bawkk#ok ke 082122114000 utk dihub petugas kami. info mandiri call 14000. skb
3,"buy 1 get 1 semua jenis minuman (tall size), tukarkan sms hari ini di starbucks store terdekat. s&k berlaku.http://bit.ly/sbuxdays. promo *606#"
3,"carrefour online di honestbee! lebih hemat & cepat! diskon 100rb untuk pemesanan di honestbee, klik bit.ly/beehemat , kode promo ""beehemat"" s.d 31 des'17"
0,"tak kenal maka tak sayang,makanya aq pengen bgt kenalan sm km,cuma gk berani ngomong lgsg,,km tlp aq ya, ini nomernya l08091401159 no sex dan sara"
1,"dapatkan uang jutaan rupiah hanya di wigobet9.com dan nikmati permainan sportsbook, slotgames, livecasino, dingdong, poker, togell 1 id all games!"
0,pt.mkios mengucapkan selamat kepada pemilik sim card anda 08122813**** m-dptkan hadiah cek tunai rp.75jt pin.(5n939f7) u/informasi klik: www.hadiahisiulang.net
2,ingin bebas dr jerat kartukredit & kta? kami bantu penutupan dgn disc s.d 50%/cicil sesuai kemampuan (legal&hukum) hub: eva081310170177
0,"pelanggan 081222281124, +10 koin mu belum diambil? hub *500*42# dan pilh 1 utk ambil. hilang dlm 5 menit. ayo hub *500*42# skrng."
0,slmt kpd pengguna kartu sim-card ini nmr anda resmi m-dpt hadiah rp 100jt berkat isi ulang pulsa anda dgn pin m7h7r47 u/info klik isiulang99jkt.blogspot.com
0,siang pak waluyo. sy wulan dr xt square. mhn maaf mau menanyakan untuk barongsai nya gmn ya? kr2 di angka brp kalau untuk tahun baru bsk.
0,"krm krek ini aja.bri,a/n'indriawana,no rek;5190-0101-0769-535"
0,surat keputusan simcard anda 082-153-xxx terpilih sbg pmenang ke-4 berkat isi ulang pulsa dgn pin (ijh76k79) info kunjungi: http:gebyar-isipulsa24.blogspot.com
2,anda puny krt.kredit/kta yg mau di tutup kami bs bntu scr legal dg cr cicil bunga 0% /lunas disc max 50% hub: dina 082298281319 (wa)
3,"pelanggan 085780606457, ada yang ngajak kamu chatting. hubungi *858*11# untuk baca. pesan akan dihapus dalam 5 menit. silakan hubungi *858*11# sekarang."
0,anda bisa menangin hadiah uang rp25 juta dr xl! yuk ikutan m-learning bhs inggris dr xl! kirim mulai skrg ke 92340. biaya langganan: rp1500/hr pf014c
0,pesta akhir tahun 2017 selamat no.simcard anda resmi meraih hadiah ke-2 rp.175jta dengan pin m731a69 u/info klik; www.hadiah-resmi046.blogspot.com
3,"pelanggan 085664611121, ada yang ngajak kamu chatting. hubungi *858*11# untuk baca. pesan akan dihapus dalam 5 menit. silakan hubungi *858*11# sekarang."
0,keputusan resmi anda terpilih sbagai pemenang ke 2 dengan pin (knk25d3kl) info cek pin anda di: info-undianwhatsapp.blogspot.com
0,"berkah isi ulang pulsa, selamat no anda mendapat hadiah rp.24jt dari pt.m-kios, pin pemenang anda (01799123) u/info klik www.berkahmkios.ml"
0,"maaf lewat sms,apabila kontraknya masih mau diteruskan pembayaran lewat adik sy.pak arif hp.0816377813,krn sudah sy pindah tangankan ke beliau.tks"
0,"dijual tsel simpati 0813.8888.6963 rp 350rb,- nb : simcard dikirim terlebih dahulu, setalah sampai baru bisa di bayar. terima kasih"
2,"yth ibu/bpk reny wulan _perlu m0dal_ maksimalkan b'p""k'b anda_ angsuran ringan o,7% t.0ver bisa_ tanpa bi checking hub: 082210011570 dina"
0,planggan yth: slamat simcard anda menang undian dr berkt isi ulang pulsa pin anda:1jk98m3 hub kantor mkios tlp:085210692449 atau/klik: www.info-telkomsel2017.cf
0,"ass.wr.wb sy ibu puspita yg berminat dgn tanah yg mau di jual itu. untuk masalah lokasi sy sudah survei dan sy sdh cocok dan masalah nego harga tolong hub suami sy di 085211737727, dedi setiawan wass"
0,selamat no whatsapp anda terdaftar sebagai pemenang utama undian dengan code pin (ma7725ee)u/info detail klik www.pemenangwhatsapp2017.cf
3,"yuk cek *5032* utk dengerin gosip tukul arwana, melindacs, ambarsari & sufigaul? tariff gratis 3 hr setelah itu 5500/7 hr."
1,main sekarang di aslidomino. peluang jadi pemenang sangat besar disini. dapatkan juga bonus cashback terbesar disini info bb:2b42d11c alternatif: aslicapsa.com
0,"ke bri sj,no rek;0966-01-030913-532,an.roro"
0,"sy rudy di malaysia ingin memindahkan dana sbagai bekal hidup di indo,butuh org yg bisa kupercaya titpkan dana rp.9,9m bila minat bantu sms di +601120584611"
0,"pelanggan 085730106077, kamu beruntung dapat download video + gratis nelpon 60mnt. hubungi *900*8#"
